Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13469,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04
13481,Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04
13484,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
13487,Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0,0,0,0.04
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13492,Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.02,0,0,0.04
13507,Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0,0,0,0.04
13510,Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
13519,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04
13531,R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.04,0,0,0,0.04
13535,Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04
13544,Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.04,0,0,0,0.04
13551,Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04
13576,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04
13587,Max & the Magic Marker,Wii,2011,Platform,Unknown,0,0.04,0,0,0.04
13589,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
13591,Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04
13592,SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04
13594,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04
13608,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04
13616,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
13634,The Cube,Wii,2012,Action,Funbox Media,0,0.04,0,0,0.04
13636,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04
13637,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0,0,0,0.04
13645,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13648,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04
13649,Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.04
13652,7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0,0,0.04
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04
13677,Luxor: Pharaoh's Challenge,Wii,N/A,Puzzle,Funsta,0.01,0.03,0,0,0.04
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04
13730,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.04,0,0,0,0.04
13738,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04
13739,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04
13761,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0.01,0.04
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
13772,Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13812,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04
13831,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04
13856,Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04
13860,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04
13873,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0,0,0,0.04
13879,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.04,0,0,0,0.04
13882,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04
13883,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.03,0,0.01,0.04
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04
13891,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04
13899,Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04
13925,Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04
13952,Resident Evil 6,XOne,2016,Shooter,Capcom,0.03,0,0,0,0.04
13955,Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04
13996,Destiny: The Collection,XOne,2016,Shooter,Activision,0.01,0.02,0,0,0.04
14006,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,0.04
14024,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14048,Swords,Wii,N/A,Fighting,Unknown,0.03,0,0,0,0.04
14060,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04
14085,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04
14094,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0,0.01,0.04
14104,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0,0,0.03,0,0.03
14109,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0,0,0,0.03
14137,Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
14140,Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
14144,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03
14153,Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14176,Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14188,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03
14218,Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14236,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
14239,Safari Adventures: Africa,Wii,2007,Adventure,Neko Entertainment,0.03,0,0,0,0.03
14245,Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0,0,0,0.03
14255,Jewel Master: Cradle of Rome,Wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03
14257,Beastly,Wii,2011,Misc,Unknown,0.03,0,0,0,0.03
14322,Monster High: New Ghoul in School,Wii,2015,Action,Little Orbit,0,0.03,0,0,0.03
14372,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0,0,0.03
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03
14387,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.03,0,0.03
14403,Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03
14413,MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03
14430,Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
14456,Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami Digital Entertainment,0,0.03,0,0,0.03
14457,Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft,0,0.03,0,0,0.03
14528,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03
14542,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,0.03,0,0.03
14561,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0,0,0,0.03
14577,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,0.03,0,0,0.03
14592,Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
14601,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03
14612,Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.01,0.01,0,0,0.03
14623,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03
14626,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0,0,0.03,0,0.03
14648,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,0.03
14653,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03
14683,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0,0,0.01,0.03
14692,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03
14693,TV Total Events,Wii,2011,Misc,7G//AMES,0,0.02,0,0,0.03
14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14741,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.03
14760,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03
14763,The Golf Club,XOne,2014,Sports,Unknown,0.02,0,0,0,0.03
14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.03
14798,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03
14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03
14829,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03
14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03
14838,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03
14871,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,0.02,0,0,0.03
14879,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0,0,0,0.03
14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0,0,0,0.03
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0,0,0,0.03
14904,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03
14915,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0,0,0,0.02
14916,Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0,0,0,0.02
14944,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
14974,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02
14981,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02
15000,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0,0,0.02,0,0.02
15002,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0,0,0.02,0,0.02
15011,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02
15024,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.02,0,0,0.02
15039,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
15055,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.02
15060,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0,0.02
15067,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02
15075,Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02
15080,Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02
15085,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
15086,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
15089,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
15098,Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02
15104,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02
15107,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
15154,Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
15156,Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02
15169,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.02
15200,Saint,Wii,N/A,Shooter,Unknown,0.02,0,0,0,0.02
15206,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,0.02,0,0,0.02
15223,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02
15229,Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
15262,Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02
15276,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0,0.02,0,0,0.02
15278,World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,0.02,0,0,0,0.02
15281,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
15336,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02
15341,Dead Rising,PS4,2016,Action,Capcom,0.01,0,0,0,0.02
15344,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.02
15348,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15359,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02
15370,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02
15373,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02
15397,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
15406,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02
15410,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02
15421,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02
15437,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.02,0,0,0.02
15445,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02
15450,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
15461,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02
15467,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02
15477,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02
15478,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Racing,Unknown,0,0,0.02,0,0.02
15484,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.02
15500,Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02
15533,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
15542,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
15551,Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02
15562,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02
15570,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
15597,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15615,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
15627,Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
15630,Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02
15639,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15648,PDC World Championship Darts 2009,Wii,2009,Sports,Oxygen Interactive,0,0.02,0,0,0.02
15652,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
15667,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02
15687,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
15691,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
15710,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
15717,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
15723,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
15730,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
15749,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
15759,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
15767,Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02
15787,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0,0,0,0.02
15804,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0,0,0.02
15814,Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0,0.01,0,0,0.02
15835,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0,0,0,0.02
15854,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15855,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0,0,0,0.02
15862,Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.02
15881,Dance! It's Your Stage,Wii,N/A,Misc,DTP Entertainment,0,0.01,0,0,0.02
15887,GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02
15889,Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02
15899,Truck Racer,Wii,2009,Racing,Nordic Games,0,0.01,0,0,0.02
15928,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
15943,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.01,0,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.01,0,0,0,0.02
15994,Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01
15999,Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16040,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16046,Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
16098,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0,0,0,0.01
16100,Super PickUps,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01
16117,Psycho-Pass,XOne,2014,Adventure,5pb,0,0,0.01,0,0.01
16124,Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16177,We Sing 80s,Wii,2012,Misc,Nordic Games,0,0.01,0,0,0.01
16178,Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01
16193,Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01
16213,Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01
16221,Family Jockey,Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01
16223,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.01,0,0.01
16225,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0,0.01
16237,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.01,0,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
16263,Paragon,PS4,2016,Action,Epic Games,0.01,0,0,0,0.01
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
16287,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0,0,0.01
16313,Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16336,Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01
16341,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01
16368,Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01
16420,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16431,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01
16440,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01
16455,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01
16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
16476,Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
16491,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01
16508,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01
16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01
16533,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01
16534,Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01
16565,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0,0,0,0.01
16572,Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.01,0,0,0,0.01
16573,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01
16576,Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
16577,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008,Racing,Takara Tomy,0,0,0.01,0,0.01
16579,Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01
16584,Fit & Fun,Wii,2011,Sports,Unknown,0,0.01,0,0,0.01
